week,date,day,slot,time,pillar,weekly_theme,editorial_angle,format,working_title,hook,outline,cta,source
54,2027-08-30,Monday,PM,17:00,"Evals, Observability & Governance","Evals, Observability & Governance - Failure Modes, part 2",Failure Modes,annotated diagram,ship/revert margins for variant comparison in one diagram (failure modes),"If you cannot draw ship/revert margins for variant comparison, you do not understand it yet.",Draw the components and the data flow between them | Annotate the step where the interesting work happens | Mark the failure point in red and say why it fails there,Follow along - this series runs all week.,curriculum.md Layer 4
54,2027-08-31,Tuesday,AM,09:00,"Evals, Observability & Governance","Evals, Observability & Governance - Failure Modes, part 2",Failure Modes,repo walkthrough,Inside agents-best-practices: cost per job as a first-class metric in real code (failure modes),Theory posts about cost per job as a first-class metric are everywhere. Today: where it actually lives in github.com/DenisSergeevitch/agents-best-practices.,"Point to the exact files/sections in github.com/DenisSergeevitch/agents-best-practices that implement or document cost per job as a first-class metric | Trace one path through the code or material end to end | Extract the one design decision worth stealing, read through how it breaks in production",Comment your take - I read every reply.,github.com/DenisSergeevitch/agents-best-practices
54,2027-08-31,Tuesday,PM,17:00,"Evals, Observability & Governance","Evals, Observability & Governance - Failure Modes, part 2",Failure Modes,snippet / config tip,A working snippet for cost per job as a first-class metric (failure modes),One copy-pasteable block that makes cost per job as a first-class metric concrete.,"Show a minimal, runnable snippet or config exercising the concept | Annotate the two lines people get wrong | State the expected output so readers can self-verify",Bookmark this; you will need it at 3am someday.,github.com/DenisSergeevitch/agents-best-practices
54,2027-09-01,Wednesday,AM,09:00,"Evals, Observability & Governance","Evals, Observability & Governance - Failure Modes, part 2",Failure Modes,case study,Case study: eval-driven development in production (failure modes),"A real team, a real system, and eval-driven development under actual load. What happened next was predictable in hindsight.","Set the scene: company scale, constraint, and why this concept was on the critical path | Walk the decision, the implementation, and the number that moved | Close with the transferable rule about eval-driven development",Tag someone who is debugging this right now.,github.com/ai-boost/awesome-harness-engineering
54,2027-09-01,Wednesday,PM,17:00,"Evals, Observability & Governance","Evals, Observability & Governance - Failure Modes, part 2",Failure Modes,lessons listicle,5 lessons about eval-driven development teams learn too late (failure modes),Every one of these eval-driven development lessons was paid for in an incident review.,"Five one-line lessons framed through how it breaks in production, each with the consequence of ignoring it | Order them from cheap-to-fix to career-limiting | End with the earliest warning signal to watch for",Repost this so your team sees it.,github.com/ai-boost/awesome-harness-engineering
54,2027-09-02,Thursday,AM,09:00,"Evals, Observability & Governance","Evals, Observability & Governance - Failure Modes, part 2",Failure Modes,hands-on tutorial,Hands-on: unit evals vs end-to-end evals in under an hour (failure modes),Stop reading about unit evals vs end-to-end evals. Here is the smallest real exercise that teaches it through how it breaks in production.,Define the end state: what exists and runs when the hour is up | Give the 4-6 numbered steps with the commands or code per step | Include the verification step that proves it worked,Save this for your next design review.,curriculum.md Layer 4
54,2027-09-02,Thursday,PM,17:00,"Evals, Observability & Governance","Evals, Observability & Governance - Failure Modes, part 2",Failure Modes,common mistakes checklist,The unit evals vs end-to-end evals mistakes checklist (failure modes),Five checks that catch 90% of unit evals vs end-to-end evals mistakes before they ship.,"Five yes/no checks phrased so 'no' means stop and fix, targeting mistakes made through how it breaks in production | For each: the symptom you will see in production if skipped | Make it screenshot-able as a single card",Follow along - this series runs all week.,curriculum.md Layer 4
54,2027-09-03,Friday,AM,09:00,"Evals, Observability & Governance","Evals, Observability & Governance - Failure Modes, part 2",Failure Modes,contrarian take,Hot take: most advice about LLM-as-judge calibration is wrong (failure modes),"The standard advice on LLM-as-judge calibration optimizes for the demo, not the system you actually run.",State the conventional wisdom fairly - steelman it in two lines | Show the specific context where it fails and the evidence | Give the replacement heuristic and its own limits,Comment your take - I read every reply.,github.com/DenisSergeevitch/agents-best-practices
54,2027-09-03,Friday,PM,17:00,"Evals, Observability & Governance","Evals, Observability & Governance - Failure Modes, part 2",Failure Modes,debate prompt,"Debate: is LLM-as-judge calibration necessary, or overengineering? (failure modes)","Two senior engineers, opposite positions on LLM-as-judge calibration, both with production scars. Pick a side.","Present position A with its strongest supporting scenario, argued through how it breaks in production | Present position B with its strongest supporting scenario | Ask readers to reply with their context - team size, scale, stakes",Bookmark this; you will need it at 3am someday.,github.com/DenisSergeevitch/agents-best-practices
54,2027-09-04,Saturday,AM,09:00,"Evals, Observability & Governance","Evals, Observability & Governance - Failure Modes, part 2",Failure Modes,recap + quiz,"Week 54 recap and quiz: Evals, Observability & Governance - Failure Modes, part 2",Six days of material in three questions. Answers in Monday's post.,"Recap in one line each: ship/revert margins for variant comparison; cost per job as a first-class metric; eval-driven development; unit evals vs end-to-end evals; LLM-as-judge calibration | Three quiz questions: one recall, one application, one design tradeoff | Invite answers in the comments; no lookups allowed",Tag someone who is debugging this right now.,github.com/ai-boost/awesome-harness-engineering
54,2027-09-04,Saturday,PM,17:00,"Evals, Observability & Governance","Evals, Observability & Governance - Failure Modes, part 2",Failure Modes,weekend challenge,Weekend challenge: golden datasets (failure modes),90 focused minutes on golden datasets this weekend beats another saved-and-forgotten bookmark.,"Define a scoped build/read exercise on golden datasets, through how it breaks in production, with a visible artifact | Point to the exact starting resource: github.com/ai-boost/awesome-harness-engineering | Ask readers to post their artifact and tag it for review",Repost this so your team sees it.,github.com/ai-boost/awesome-harness-engineering
55,2027-09-05,Sunday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,theme kickoff,"Week 55 kickoff - MLOps & Infrastructure - Failure Modes, part 1","This week: mlops & infrastructure, through how it breaks in production. Everything breaks. This pass covers how this breaks and what the wreckage looks like.",Name the week's six topics: secrets management for ML stacks; infrastructure-as-code for ML; GPU FinOps and cost optimization; capacity planning for training clusters; Docker images for ML workloads; Kubernetes GPU scheduling | One sentence on why this pillar matters at this angle right now | State what readers will be able to do by Saturday,Save this for your next design review.,github.com/ai-infra-curriculum/ai-infra-engineer-learning
55,2027-09-05,Sunday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,poll,Poll (week 55): where are you with mlops & infrastructure?,Quick pulse-check before the deep dives start tomorrow.,Option A: learning the vocabulary | Option B: built it once in a side project | Option C: run it in production | Option D: debugged it during an incident,Follow along - this series runs all week.,github.com/ai-infra-curriculum/ai-infra-engineer-learning
55,2027-09-06,Monday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,concept deep-dive,"secrets management for ML stacks, explained through how it breaks in production",Most engineers can name secrets management for ML stacks. Far fewer can explain the mechanics. Here is the failure modes version.,"Define secrets management for ML stacks in two sentences, no jargon | Walk the core mechanism step by step with one concrete example | State the one misconception that causes the most damage",Comment your take - I read every reply.,curriculum.md Layer 5
55,2027-09-06,Monday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,annotated diagram,secrets management for ML stacks in one diagram (failure modes),"If you cannot draw secrets management for ML stacks, you do not understand it yet.",Draw the components and the data flow between them | Annotate the step where the interesting work happens | Mark the failure point in red and say why it fails there,Bookmark this; you will need it at 3am someday.,curriculum.md Layer 5
55,2027-09-07,Tuesday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,repo walkthrough,Inside coursera-machine-learning-engineering-for-prod-mlops-specialization: infrastructure-as-code for ML in real code (failure modes),Theory posts about infrastructure-as-code for ML are everywhere. Today: where it actually lives in github.com/amanchadha/coursera-machine-learning-engineering-for-prod-mlops-specialization.,"Point to the exact files/sections in github.com/amanchadha/coursera-machine-learning-engineering-for-prod-mlops-specialization that implement or document infrastructure-as-code for ML | Trace one path through the code or material end to end | Extract the one design decision worth stealing, read through how it breaks in production",Tag someone who is debugging this right now.,github.com/amanchadha/coursera-machine-learning-engineering-for-prod-mlops-specialization
55,2027-09-07,Tuesday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,snippet / config tip,A working snippet for infrastructure-as-code for ML (failure modes),One copy-pasteable block that makes infrastructure-as-code for ML concrete.,"Show a minimal, runnable snippet or config exercising the concept | Annotate the two lines people get wrong | State the expected output so readers can self-verify",Repost this so your team sees it.,github.com/amanchadha/coursera-machine-learning-engineering-for-prod-mlops-specialization
55,2027-09-08,Wednesday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,case study,Case study: GPU FinOps and cost optimization in production (failure modes),"A real team, a real system, and GPU FinOps and cost optimization under actual load. What happened next was predictable in hindsight.","Set the scene: company scale, constraint, and why this concept was on the critical path | Walk the decision, the implementation, and the number that moved | Close with the transferable rule about GPU FinOps and cost optimization",Save this for your next design review.,github.com/ai-infra-curriculum/ai-infra-engineer-learning
55,2027-09-08,Wednesday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,lessons listicle,5 lessons about GPU FinOps and cost optimization teams learn too late (failure modes),Every one of these GPU FinOps and cost optimization lessons was paid for in an incident review.,"Five one-line lessons framed through how it breaks in production, each with the consequence of ignoring it | Order them from cheap-to-fix to career-limiting | End with the earliest warning signal to watch for",Follow along - this series runs all week.,github.com/ai-infra-curriculum/ai-infra-engineer-learning
55,2027-09-09,Thursday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,hands-on tutorial,Hands-on: capacity planning for training clusters in under an hour (failure modes),Stop reading about capacity planning for training clusters. Here is the smallest real exercise that teaches it through how it breaks in production.,Define the end state: what exists and runs when the hour is up | Give the 4-6 numbered steps with the commands or code per step | Include the verification step that proves it worked,Comment your take - I read every reply.,curriculum.md Layer 5
55,2027-09-09,Thursday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,common mistakes checklist,The capacity planning for training clusters mistakes checklist (failure modes),Five checks that catch 90% of capacity planning for training clusters mistakes before they ship.,"Five yes/no checks phrased so 'no' means stop and fix, targeting mistakes made through how it breaks in production | For each: the symptom you will see in production if skipped | Make it screenshot-able as a single card",Bookmark this; you will need it at 3am someday.,curriculum.md Layer 5
55,2027-09-10,Friday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,contrarian take,Hot take: most advice about Docker images for ML workloads is wrong (failure modes),"The standard advice on Docker images for ML workloads optimizes for the demo, not the system you actually run.",State the conventional wisdom fairly - steelman it in two lines | Show the specific context where it fails and the evidence | Give the replacement heuristic and its own limits,Tag someone who is debugging this right now.,github.com/amanchadha/coursera-machine-learning-engineering-for-prod-mlops-specialization
55,2027-09-10,Friday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,debate prompt,"Debate: is Docker images for ML workloads necessary, or overengineering? (failure modes)","Two senior engineers, opposite positions on Docker images for ML workloads, both with production scars. Pick a side.","Present position A with its strongest supporting scenario, argued through how it breaks in production | Present position B with its strongest supporting scenario | Ask readers to reply with their context - team size, scale, stakes",Repost this so your team sees it.,github.com/amanchadha/coursera-machine-learning-engineering-for-prod-mlops-specialization
55,2027-09-11,Saturday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,recap + quiz,"Week 55 recap and quiz: MLOps & Infrastructure - Failure Modes, part 1",Six days of material in three questions. Answers in Monday's post.,"Recap in one line each: secrets management for ML stacks; infrastructure-as-code for ML; GPU FinOps and cost optimization; capacity planning for training clusters; Docker images for ML workloads | Three quiz questions: one recall, one application, one design tradeoff | Invite answers in the comments; no lookups allowed",Save this for your next design review.,github.com/ai-infra-curriculum/ai-infra-engineer-learning
55,2027-09-11,Saturday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 1",Failure Modes,weekend challenge,Weekend challenge: Kubernetes GPU scheduling (failure modes),90 focused minutes on Kubernetes GPU scheduling this weekend beats another saved-and-forgotten bookmark.,"Define a scoped build/read exercise on Kubernetes GPU scheduling, through how it breaks in production, with a visible artifact | Point to the exact starting resource: github.com/ai-infra-curriculum/ai-infra-engineer-learning | Ask readers to post their artifact and tag it for review",Follow along - this series runs all week.,github.com/ai-infra-curriculum/ai-infra-engineer-learning
56,2027-09-12,Sunday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,theme kickoff,"Week 56 kickoff - MLOps & Infrastructure - Failure Modes, part 2","This week: mlops & infrastructure, through how it breaks in production. Everything breaks. This pass covers how this breaks and what the wreckage looks like.",Name the week's six topics: node pools and taints for GPU clusters; MIG partitioning; distributed training orchestration; Ray cluster operations; Airflow DAGs for data pipelines; MLflow experiment tracking | One sentence on why this pillar matters at this angle right now | State what readers will be able to do by Saturday,Comment your take - I read every reply.,curriculum.md Layer 5
56,2027-09-12,Sunday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,poll,Poll (week 56): where are you with mlops & infrastructure?,Quick pulse-check before the deep dives start tomorrow.,Option A: learning the vocabulary | Option B: built it once in a side project | Option C: run it in production | Option D: debugged it during an incident,Bookmark this; you will need it at 3am someday.,curriculum.md Layer 5
56,2027-09-13,Monday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,concept deep-dive,"node pools and taints for GPU clusters, explained through how it breaks in production",Most engineers can name node pools and taints for GPU clusters. Far fewer can explain the mechanics. Here is the failure modes version.,"Define node pools and taints for GPU clusters in two sentences, no jargon | Walk the core mechanism step by step with one concrete example | State the one misconception that causes the most damage",Tag someone who is debugging this right now.,github.com/amanchadha/coursera-machine-learning-engineering-for-prod-mlops-specialization
56,2027-09-13,Monday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,annotated diagram,node pools and taints for GPU clusters in one diagram (failure modes),"If you cannot draw node pools and taints for GPU clusters, you do not understand it yet.",Draw the components and the data flow between them | Annotate the step where the interesting work happens | Mark the failure point in red and say why it fails there,Repost this so your team sees it.,github.com/amanchadha/coursera-machine-learning-engineering-for-prod-mlops-specialization
56,2027-09-14,Tuesday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,repo walkthrough,Inside ai-infra-engineer-learning: MIG partitioning in real code (failure modes),Theory posts about MIG partitioning are everywhere. Today: where it actually lives in github.com/ai-infra-curriculum/ai-infra-engineer-learning.,"Point to the exact files/sections in github.com/ai-infra-curriculum/ai-infra-engineer-learning that implement or document MIG partitioning | Trace one path through the code or material end to end | Extract the one design decision worth stealing, read through how it breaks in production",Save this for your next design review.,github.com/ai-infra-curriculum/ai-infra-engineer-learning
56,2027-09-14,Tuesday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,snippet / config tip,A working snippet for MIG partitioning (failure modes),One copy-pasteable block that makes MIG partitioning concrete.,"Show a minimal, runnable snippet or config exercising the concept | Annotate the two lines people get wrong | State the expected output so readers can self-verify",Follow along - this series runs all week.,github.com/ai-infra-curriculum/ai-infra-engineer-learning
56,2027-09-15,Wednesday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,case study,Case study: distributed training orchestration in production (failure modes),"A real team, a real system, and distributed training orchestration under actual load. What happened next was predictable in hindsight.","Set the scene: company scale, constraint, and why this concept was on the critical path | Walk the decision, the implementation, and the number that moved | Close with the transferable rule about distributed training orchestration",Comment your take - I read every reply.,curriculum.md Layer 5
56,2027-09-15,Wednesday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,lessons listicle,5 lessons about distributed training orchestration teams learn too late (failure modes),Every one of these distributed training orchestration lessons was paid for in an incident review.,"Five one-line lessons framed through how it breaks in production, each with the consequence of ignoring it | Order them from cheap-to-fix to career-limiting | End with the earliest warning signal to watch for",Bookmark this; you will need it at 3am someday.,curriculum.md Layer 5
56,2027-09-16,Thursday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,hands-on tutorial,Hands-on: Ray cluster operations in under an hour (failure modes),Stop reading about Ray cluster operations. Here is the smallest real exercise that teaches it through how it breaks in production.,Define the end state: what exists and runs when the hour is up | Give the 4-6 numbered steps with the commands or code per step | Include the verification step that proves it worked,Tag someone who is debugging this right now.,github.com/amanchadha/coursera-machine-learning-engineering-for-prod-mlops-specialization
56,2027-09-16,Thursday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,common mistakes checklist,The Ray cluster operations mistakes checklist (failure modes),Five checks that catch 90% of Ray cluster operations mistakes before they ship.,"Five yes/no checks phrased so 'no' means stop and fix, targeting mistakes made through how it breaks in production | For each: the symptom you will see in production if skipped | Make it screenshot-able as a single card",Repost this so your team sees it.,github.com/amanchadha/coursera-machine-learning-engineering-for-prod-mlops-specialization
56,2027-09-17,Friday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,contrarian take,Hot take: most advice about Airflow DAGs for data pipelines is wrong (failure modes),"The standard advice on Airflow DAGs for data pipelines optimizes for the demo, not the system you actually run.",State the conventional wisdom fairly - steelman it in two lines | Show the specific context where it fails and the evidence | Give the replacement heuristic and its own limits,Save this for your next design review.,github.com/ai-infra-curriculum/ai-infra-engineer-learning
56,2027-09-17,Friday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,debate prompt,"Debate: is Airflow DAGs for data pipelines necessary, or overengineering? (failure modes)","Two senior engineers, opposite positions on Airflow DAGs for data pipelines, both with production scars. Pick a side.","Present position A with its strongest supporting scenario, argued through how it breaks in production | Present position B with its strongest supporting scenario | Ask readers to reply with their context - team size, scale, stakes",Follow along - this series runs all week.,github.com/ai-infra-curriculum/ai-infra-engineer-learning
56,2027-09-18,Saturday,AM,09:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,recap + quiz,"Week 56 recap and quiz: MLOps & Infrastructure - Failure Modes, part 2",Six days of material in three questions. Answers in Monday's post.,"Recap in one line each: node pools and taints for GPU clusters; MIG partitioning; distributed training orchestration; Ray cluster operations; Airflow DAGs for data pipelines | Three quiz questions: one recall, one application, one design tradeoff | Invite answers in the comments; no lookups allowed",Comment your take - I read every reply.,curriculum.md Layer 5
56,2027-09-18,Saturday,PM,17:00,MLOps & Infrastructure,"MLOps & Infrastructure - Failure Modes, part 2",Failure Modes,weekend challenge,Weekend challenge: MLflow experiment tracking (failure modes),90 focused minutes on MLflow experiment tracking this weekend beats another saved-and-forgotten bookmark.,"Define a scoped build/read exercise on MLflow experiment tracking, through how it breaks in production, with a visible artifact | Point to the exact starting resource: curriculum.md Layer 5 | Ask readers to post their artifact and tag it for review",Bookmark this; you will need it at 3am someday.,curriculum.md Layer 5
57,2027-09-19,Sunday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,theme kickoff,"Week 57 kickoff - Production Case Studies - Failure Modes, part 1","This week: production case studies, through how it breaks in production. Everything breaks. This pass covers how this breaks and what the wreckage looks like.",Name the week's six topics: build vs buy for agent platforms; Netflix's recommendation architecture; Airbnb search ranking; DoorDash ETA prediction; Uber's Michelangelo platform; Spotify's recommendation stack | One sentence on why this pillar matters at this angle right now | State what readers will be able to do by Saturday,Tag someone who is debugging this right now.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
57,2027-09-19,Sunday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,poll,Poll (week 57): where are you with production case studies?,Quick pulse-check before the deep dives start tomorrow.,Option A: learning the vocabulary | Option B: built it once in a side project | Option C: run it in production | Option D: debugged it during an incident,Repost this so your team sees it.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
57,2027-09-20,Monday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,concept deep-dive,"build vs buy for agent platforms, explained through how it breaks in production",Most engineers can name build vs buy for agent platforms. Far fewer can explain the mechanics. Here is the failure modes version.,"Define build vs buy for agent platforms in two sentences, no jargon | Walk the core mechanism step by step with one concrete example | State the one misconception that causes the most damage",Save this for your next design review.,github.com/binhnguyennus/awesome-scalability
57,2027-09-20,Monday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,annotated diagram,build vs buy for agent platforms in one diagram (failure modes),"If you cannot draw build vs buy for agent platforms, you do not understand it yet.",Draw the components and the data flow between them | Annotate the step where the interesting work happens | Mark the failure point in red and say why it fails there,Follow along - this series runs all week.,github.com/binhnguyennus/awesome-scalability
57,2027-09-21,Tuesday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,repo walkthrough,Inside A-Curated-List-of-ML-System-Design-Case-Studies: Netflix's recommendation architecture in real code (failure modes),Theory posts about Netflix's recommendation architecture are everywhere. Today: where it actually lives in github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies.,"Point to the exact files/sections in github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies that implement or document Netflix's recommendation architecture | Trace one path through the code or material end to end | Extract the one design decision worth stealing, read through how it breaks in production",Comment your take - I read every reply.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
57,2027-09-21,Tuesday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,snippet / config tip,A working snippet for Netflix's recommendation architecture (failure modes),One copy-pasteable block that makes Netflix's recommendation architecture concrete.,"Show a minimal, runnable snippet or config exercising the concept | Annotate the two lines people get wrong | State the expected output so readers can self-verify",Bookmark this; you will need it at 3am someday.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
57,2027-09-22,Wednesday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,case study,Case study: Airbnb search ranking in production (failure modes),"A real team, a real system, and Airbnb search ranking under actual load. What happened next was predictable in hindsight.","Set the scene: company scale, constraint, and why this concept was on the critical path | Walk the decision, the implementation, and the number that moved | Close with the transferable rule about Airbnb search ranking",Tag someone who is debugging this right now.,github.com/binhnguyennus/awesome-scalability
57,2027-09-22,Wednesday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,lessons listicle,5 lessons about Airbnb search ranking teams learn too late (failure modes),Every one of these Airbnb search ranking lessons was paid for in an incident review.,"Five one-line lessons framed through how it breaks in production, each with the consequence of ignoring it | Order them from cheap-to-fix to career-limiting | End with the earliest warning signal to watch for",Repost this so your team sees it.,github.com/binhnguyennus/awesome-scalability
57,2027-09-23,Thursday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,hands-on tutorial,Hands-on: DoorDash ETA prediction in under an hour (failure modes),Stop reading about DoorDash ETA prediction. Here is the smallest real exercise that teaches it through how it breaks in production.,Define the end state: what exists and runs when the hour is up | Give the 4-6 numbered steps with the commands or code per step | Include the verification step that proves it worked,Save this for your next design review.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
57,2027-09-23,Thursday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,common mistakes checklist,The DoorDash ETA prediction mistakes checklist (failure modes),Five checks that catch 90% of DoorDash ETA prediction mistakes before they ship.,"Five yes/no checks phrased so 'no' means stop and fix, targeting mistakes made through how it breaks in production | For each: the symptom you will see in production if skipped | Make it screenshot-able as a single card",Follow along - this series runs all week.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
57,2027-09-24,Friday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,contrarian take,Hot take: most advice about Uber's Michelangelo platform is wrong (failure modes),"The standard advice on Uber's Michelangelo platform optimizes for the demo, not the system you actually run.",State the conventional wisdom fairly - steelman it in two lines | Show the specific context where it fails and the evidence | Give the replacement heuristic and its own limits,Comment your take - I read every reply.,github.com/binhnguyennus/awesome-scalability
57,2027-09-24,Friday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,debate prompt,"Debate: is Uber's Michelangelo platform necessary, or overengineering? (failure modes)","Two senior engineers, opposite positions on Uber's Michelangelo platform, both with production scars. Pick a side.","Present position A with its strongest supporting scenario, argued through how it breaks in production | Present position B with its strongest supporting scenario | Ask readers to reply with their context - team size, scale, stakes",Bookmark this; you will need it at 3am someday.,github.com/binhnguyennus/awesome-scalability
57,2027-09-25,Saturday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,recap + quiz,"Week 57 recap and quiz: Production Case Studies - Failure Modes, part 1",Six days of material in three questions. Answers in Monday's post.,"Recap in one line each: build vs buy for agent platforms; Netflix's recommendation architecture; Airbnb search ranking; DoorDash ETA prediction; Uber's Michelangelo platform | Three quiz questions: one recall, one application, one design tradeoff | Invite answers in the comments; no lookups allowed",Tag someone who is debugging this right now.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
57,2027-09-25,Saturday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 1",Failure Modes,weekend challenge,Weekend challenge: Spotify's recommendation stack (failure modes),90 focused minutes on Spotify's recommendation stack this weekend beats another saved-and-forgotten bookmark.,"Define a scoped build/read exercise on Spotify's recommendation stack, through how it breaks in production, with a visible artifact | Point to the exact starting resource: github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies | Ask readers to post their artifact and tag it for review",Repost this so your team sees it.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
58,2027-09-26,Sunday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,theme kickoff,"Week 58 kickoff - Production Case Studies - Failure Modes, part 2","This week: production case studies, through how it breaks in production. Everything breaks. This pass covers how this breaks and what the wreckage looks like.",Name the week's six topics: Pinterest visual search; Stripe's fraud detection ML; LinkedIn feed ranking; Instacart demand forecasting; GitHub Copilot's serving architecture; Klarna's support agent rollout | One sentence on why this pillar matters at this angle right now | State what readers will be able to do by Saturday,Save this for your next design review.,github.com/binhnguyennus/awesome-scalability
58,2027-09-26,Sunday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,poll,Poll (week 58): where are you with production case studies?,Quick pulse-check before the deep dives start tomorrow.,Option A: learning the vocabulary | Option B: built it once in a side project | Option C: run it in production | Option D: debugged it during an incident,Follow along - this series runs all week.,github.com/binhnguyennus/awesome-scalability
58,2027-09-27,Monday,AM,09:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,concept deep-dive,"Pinterest visual search, explained through how it breaks in production",Most engineers can name Pinterest visual search. Far fewer can explain the mechanics. Here is the failure modes version.,"Define Pinterest visual search in two sentences, no jargon | Walk the core mechanism step by step with one concrete example | State the one misconception that causes the most damage",Comment your take - I read every reply.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
58,2027-09-27,Monday,PM,17:00,Production Case Studies,"Production Case Studies - Failure Modes, part 2",Failure Modes,annotated diagram,Pinterest visual search in one diagram (failure modes),"If you cannot draw Pinterest visual search, you do not understand it yet.",Draw the components and the data flow between them | Annotate the step where the interesting work happens | Mark the failure point in red and say why it fails there,Bookmark this; you will need it at 3am someday.,github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
